pig_age_days,weight_kg,breed,daily_feed_kg,feed_freq,feed_type,fcr,weight_gain_kg_day,growth_stage,body_condition,temperature_c,health_status
69,18.0,Large_White,0.98,3,Starter_2,1.75,0.563,starter,2.1,29.6,healthy
37,5.0,Landrace,0.32,3,Pre_Starter_1,1.42,0.225,pre_starter,2.7,27.0,healthy
178,126.9,Duroc,4.84,2,Finisher_1,3.54,1.366,finisher,3.4,30.1,healthy
66,15.0,Duroc,0.77,3,Starter_1,2.1,0.365,starter,2.8,22.7,healthy
137,97.9,Large_White,3.76,2,Finisher_1,3.54,1.062,finisher,2.9,24.6,healthy
26,5.0,Large_White,0.3,3,Pre_Starter_2,1.54,0.196,pre_starter,2.2,26.8,healthy
119,100.6,LW_LR_Cross,4.38,3,Grower_1,2.86,1.531,grower,2.6,33.3,healthy
144,116.0,Duroc,3.96,2,Finisher_1,3.25,1.218,finisher,2.9,30.3,healthy
57,6.0,LW_LR_Cross,0.29,3,Starter_1,2.28,0.128,starter,2.7,27.1,healthy
44,5.0,Landrace,0.3,4,Pre_Starter_2,1.44,0.205,pre_starter,1.9,32.2,healthy
113,93.0,Duroc,3.54,3,Grower_2,2.61,1.357,grower,2.5,25.6,healthy
66,7.6,Landrace,0.36,3,Starter_1,1.71,0.21,starter,2.8,26.2,healthy
115,79.8,Landrace,2.83,2,Grower_1,2.67,1.059,grower,3.4,28.7,healthy
119,68.0,Landrace,2.36,2,Grower_1,2.63,0.897,grower,2.7,28.3,healthy
136,88.5,Landrace,3.67,3,Finisher_1,3.39,1.084,finisher,3.1,29.0,healthy
180,129.1,Large_White,4.28,3,Finisher_2,3.6,1.191,finisher,3.0,27.1,sick
87,36.1,Landrace,1.36,3,Grower_1,3.1,0.439,grower,2.7,29.7,healthy
148,94.4,Pietrain,3.16,2,Finisher_1,3.74,0.844,finisher,2.6,28.3,healthy
38,5.0,LW_LR_Cross,0.28,3,Pre_Starter_1,1.2,0.233,pre_starter,2.7,31.1,healthy
45,5.0,Landrace,0.28,3,Pre_Starter_2,1.65,0.171,pre_starter,2.3,30.0,healthy
74,15.8,Landrace,0.89,2,Starter_1,2.1,0.421,starter,2.6,26.4,healthy
78,26.6,Large_White,1.37,2,Starter_2,2.36,0.58,starter,2.8,25.1,healthy
87,44.6,Duroc,2.01,3,Grower_1,2.64,0.762,grower,2.9,30.7,healthy
124,86.2,Landrace,3.78,2,Grower_2,2.55,1.483,grower,2.6,25.3,sick
44,5.0,LW_LR_Cross,0.31,4,Pre_Starter_1,1.63,0.191,pre_starter,2.6,30.7,healthy
134,82.2,Landrace,2.77,2,Finisher_1,3.73,0.742,finisher,2.7,27.3,healthy
52,5.0,Landrace,0.22,3,Starter_1,1.86,0.116,starter,2.7,29.6,healthy
106,81.4,Duroc,3.32,2,Grower_1,2.74,1.214,grower,3.1,26.5,healthy
171,88.1,Pietrain,2.89,3,Finisher_1,3.64,0.793,finisher,3.1,29.2,recovering
147,102.8,Landrace,3.28,2,Finisher_1,3.6,0.911,finisher,3.4,30.9,healthy
175,109.1,Landrace,4.24,2,Finisher_1,3.49,1.214,finisher,3.1,26.9,healthy
150,123.3,LW_LR_Cross,4.82,3,Finisher_1,3.53,1.366,finisher,3.5,25.8,healthy
37,5.0,Large_White,0.32,3,Pre_Starter_2,1.38,0.236,pre_starter,2.7,26.0,healthy
124,84.7,LW_LR_Cross,3.43,3,Grower_2,2.75,1.246,grower,2.7,22.1,healthy
157,98.6,Large_White,3.14,3,Finisher_1,3.08,1.02,finisher,3.0,25.9,healthy
63,5.0,Pietrain,0.26,3,Starter_2,2.0,0.131,starter,2.9,31.1,recovering
59,8.3,Duroc,0.45,3,Starter_1,1.73,0.26,starter,2.9,23.8,healthy
46,5.0,Landrace,0.31,3,Pre_Starter_1,1.33,0.235,pre_starter,2.4,26.7,healthy
119,88.8,LW_LR_Cross,3.79,3,Grower_1,3.6,1.054,grower,2.8,28.4,healthy
70,15.3,Large_White,0.78,3,Starter_2,1.62,0.483,starter,2.8,28.3,healthy
173,115.9,Large_White,4.75,3,Finisher_1,3.79,1.253,finisher,2.8,25.9,healthy
172,115.5,Duroc,4.0,2,Finisher_2,3.58,1.118,finisher,2.9,31.3,healthy
33,5.0,Landrace,0.29,3,Pre_Starter_2,1.55,0.185,pre_starter,2.6,29.9,healthy
80,36.4,Duroc,2.16,3,Starter_2,1.79,1.209,starter,2.6,25.6,healthy
155,119.1,Large_White,4.2,2,Finisher_1,3.72,1.128,finisher,3.3,27.6,healthy
77,26.1,Large_White,1.29,3,Starter_1,1.64,0.79,starter,2.9,26.5,healthy
56,5.0,Large_White,0.24,3,Starter_2,1.9,0.129,starter,2.6,29.2,sick
40,5.0,Large_White,0.32,3,Pre_Starter_2,1.5,0.211,pre_starter,2.2,31.7,healthy
85,25.1,Landrace,0.97,3,Grower_1,3.22,0.301,grower,3.0,29.3,healthy
28,5.0,Pietrain,0.28,3,Pre_Starter_1,1.6,0.173,pre_starter,2.3,32.0,healthy
164,108.1,LW_LR_Cross,4.08,2,Finisher_1,3.37,1.21,finisher,2.8,27.7,healthy
162,96.6,Pietrain,3.24,2,Finisher_1,3.42,0.947,finisher,2.7,24.0,healthy
135,100.2,Large_White,3.2,2,Finisher_1,3.67,0.873,finisher,2.5,26.2,healthy
163,101.9,Landrace,3.51,2,Finisher_2,3.14,1.118,finisher,3.2,29.8,healthy
112,83.7,Large_White,3.7,3,Grower_1,3.08,1.202,grower,3.4,27.8,healthy
118,74.4,Large_White,3.15,2,Grower_1,2.78,1.133,grower,2.4,28.3,healthy
86,34.1,Landrace,1.49,3,Grower_2,2.58,0.577,grower,2.1,26.9,healthy
52,5.0,Large_White,0.24,3,Starter_1,1.72,0.137,starter,2.6,26.6,healthy
106,66.4,Large_White,2.87,2,Grower_2,2.18,1.32,grower,2.9,30.9,healthy
71,18.9,LW_LR_Cross,0.92,3,Starter_1,2.35,0.39,starter,1.9,32.7,healthy
173,87.7,Landrace,2.69,2,Finisher_1,2.93,0.917,finisher,2.6,26.8,healthy
83,24.3,Landrace,0.89,3,Grower_1,2.92,0.306,grower,3.0,26.4,healthy
145,100.8,Large_White,3.57,2,Finisher_1,3.63,0.983,finisher,3.1,30.2,healthy
170,114.5,Large_White,4.36,3,Finisher_1,3.36,1.299,finisher,3.4,31.9,healthy
78,32.0,LW_LR_Cross,1.67,2,Starter_2,1.98,0.847,starter,2.3,30.8,healthy
78,30.5,Large_White,1.5,2,Starter_1,1.92,0.784,starter,2.6,32.9,healthy
106,58.6,Landrace,2.12,3,Grower_2,2.86,0.742,grower,2.7,30.9,healthy
69,15.2,Large_White,0.8,2,Starter_2,1.92,0.416,starter,2.9,30.1,healthy
90,34.0,Landrace,1.43,2,Grower_2,2.73,0.523,grower,2.5,31.2,healthy
35,5.0,Large_White,0.31,3,Pre_Starter_1,1.49,0.207,pre_starter,2.4,29.2,healthy
74,10.5,Pietrain,0.46,3,Starter_2,2.13,0.215,starter,2.7,28.4,healthy
121,64.9,Pietrain,2.62,2,Grower_1,2.95,0.887,grower,3.0,29.5,healthy
28,5.0,Pietrain,0.31,3,Pre_Starter_1,1.48,0.212,pre_starter,2.4,29.4,healthy
73,20.4,Large_White,1.14,3,Starter_2,1.95,0.587,starter,2.7,26.4,recovering
80,16.8,Pietrain,0.77,3,Starter_2,2.11,0.365,starter,2.9,29.4,sick
128,78.3,Landrace,3.17,2,Grower_1,2.59,1.227,grower,2.9,28.5,healthy
25,5.0,Landrace,0.28,3,Pre_Starter_1,1.33,0.212,pre_starter,2.4,29.3,healthy
123,83.5,Duroc,3.27,2,Grower_1,2.46,1.325,grower,2.9,28.1,healthy
26,5.0,Large_White,0.34,3,Pre_Starter_1,1.54,0.221,pre_starter,2.7,29.1,sick
129,90.8,Large_White,3.79,2,Grower_2,3.07,1.231,grower,2.9,28.8,healthy
136,116.8,Duroc,4.77,3,Finisher_1,3.52,1.355,finisher,3.1,25.3,healthy
114,84.0,Large_White,3.05,3,Grower_1,2.87,1.064,grower,3.1,26.3,healthy
67,18.3,Duroc,0.98,3,Starter_1,1.9,0.519,starter,2.7,24.4,healthy
119,70.1,Landrace,2.85,3,Grower_1,2.87,0.996,grower,3.1,31.6,healthy
75,27.0,LW_LR_Cross,1.28,3,Starter_1,2.03,0.633,starter,2.6,28.0,healthy
72,19.1,LW_LR_Cross,1.09,3,Starter_2,2.1,0.519,starter,2.4,28.8,healthy
164,122.1,LW_LR_Cross,4.27,2,Finisher_2,2.78,1.534,finisher,3.4,28.0,healthy
33,5.0,Large_White,0.31,3,Pre_Starter_2,1.56,0.199,pre_starter,1.9,25.5,healthy
134,87.7,Large_White,2.93,2,Finisher_2,3.69,0.793,finisher,3.0,27.6,healthy
144,106.8,Landrace,3.29,3,Finisher_2,3.68,0.893,finisher,2.9,28.0,healthy
126,88.9,Large_White,3.8,2,Grower_1,2.77,1.372,grower,3.1,23.6,healthy
178,108.4,Large_White,3.92,3,Finisher_1,4.03,0.973,finisher,2.6,29.3,healthy
167,130.1,Duroc,4.88,2,Finisher_1,3.78,1.29,finisher,3.2,28.9,recovering
165,114.3,Landrace,3.83,2,Finisher_1,3.94,0.972,finisher,3.2,27.1,healthy
140,101.0,LW_LR_Cross,3.71,2,Finisher_1,3.64,1.021,finisher,3.0,31.7,healthy
83,34.2,Large_White,1.5,3,Grower_2,2.8,0.535,grower,2.4,29.0,sick
39,5.0,Large_White,0.28,4,Pre_Starter_1,1.59,0.178,pre_starter,2.3,30.3,healthy
112,58.4,Large_White,2.44,2,Grower_1,2.64,0.922,grower,3.0,29.0,healthy
78,25.8,LW_LR_Cross,1.34,2,Starter_2,2.17,0.619,starter,2.6,29.0,healthy
110,57.2,Pietrain,2.14,2,Grower_1,2.69,0.798,grower,2.1,22.6,healthy
137,75.6,Pietrain,2.16,3,Finisher_2,3.32,0.65,finisher,2.7,26.7,healthy
82,36.8,LW_LR_Cross,1.5,3,Grower_2,2.47,0.606,grower,3.0,27.7,recovering
43,5.0,Landrace,0.31,4,Pre_Starter_1,1.65,0.188,pre_starter,2.5,25.3,recovering
147,105.4,Landrace,3.72,3,Finisher_2,4.1,0.905,finisher,2.5,27.4,healthy
157,90.0,Landrace,2.71,2,Finisher_1,3.91,0.692,finisher,2.8,30.3,healthy
160,121.7,Duroc,4.95,3,Finisher_1,3.77,1.313,finisher,3.0,28.0,healthy
149,96.7,Landrace,3.78,3,Finisher_1,3.78,1.001,finisher,2.7,24.7,sick
78,18.7,Landrace,0.91,2,Starter_1,2.18,0.416,starter,3.0,29.2,healthy
142,99.0,LW_LR_Cross,4.23,3,Finisher_1,3.46,1.223,finisher,2.8,23.2,healthy
21,5.0,LW_LR_Cross,0.28,3,Pre_Starter_1,1.44,0.197,pre_starter,2.5,29.5,sick
54,5.0,Pietrain,0.21,2,Starter_2,1.81,0.118,starter,2.5,26.7,healthy
116,60.7,Pietrain,2.13,2,Grower_2,3.27,0.653,grower,2.2,32.7,healthy
146,114.1,Duroc,4.28,3,Finisher_1,3.44,1.245,finisher,3.1,24.4,healthy
138,95.6,Large_White,2.84,2,Finisher_1,3.54,0.801,finisher,2.7,27.9,healthy
68,13.4,Large_White,0.65,3,Starter_2,1.78,0.367,starter,1.8,25.2,recovering
109,78.3,Duroc,4.01,3,Grower_2,2.61,1.54,grower,2.4,27.1,healthy
137,104.3,Duroc,3.34,3,Finisher_1,3.2,1.042,finisher,2.9,33.4,healthy
149,110.7,Large_White,3.69,2,Finisher_1,3.39,1.089,finisher,3.3,27.0,healthy
36,5.0,LW_LR_Cross,0.28,4,Pre_Starter_2,1.6,0.175,pre_starter,2.7,25.0,healthy
89,38.3,Large_White,1.5,3,Grower_1,2.92,0.513,grower,2.8,29.6,healthy
42,5.0,Large_White,0.29,4,Pre_Starter_1,1.59,0.183,pre_starter,2.6,27.1,healthy
113,83.5,Duroc,3.33,2,Grower_2,2.8,1.191,grower,3.0,27.1,healthy
96,53.1,Large_White,2.1,3,Grower_1,2.99,0.702,grower,2.8,27.1,healthy
174,98.5,Large_White,3.63,3,Finisher_1,3.46,1.052,finisher,2.7,27.2,healthy
164,96.5,Landrace,3.7,2,Finisher_1,3.64,1.018,finisher,2.7,30.9,healthy
106,42.8,Pietrain,1.59,2,Grower_1,2.7,0.59,grower,2.7,24.1,healthy
49,5.0,Landrace,0.29,3,Pre_Starter_2,1.67,0.177,pre_starter,2.3,28.2,healthy
89,52.8,Duroc,2.3,3,Grower_1,2.58,0.891,grower,2.2,28.7,healthy
67,16.6,Duroc,0.78,3,Starter_2,2.23,0.353,starter,2.7,28.4,healthy
114,71.3,Large_White,2.82,3,Grower_1,2.89,0.975,grower,2.9,25.2,healthy
164,110.3,LW_LR_Cross,3.77,2,Finisher_1,3.96,0.952,finisher,2.4,25.4,healthy
105,63.4,Large_White,2.72,2,Grower_2,2.63,1.031,grower,2.4,27.2,healthy
59,8.1,LW_LR_Cross,0.47,3,Starter_2,1.95,0.24,starter,2.6,25.5,healthy
120,80.1,Landrace,2.96,2,Grower_1,2.74,1.081,grower,2.5,28.8,healthy
53,5.0,LW_LR_Cross,0.28,2,Starter_2,1.83,0.154,starter,2.5,30.9,healthy
121,86.7,Large_White,3.09,2,Grower_1,3.29,0.938,grower,3.1,28.2,healthy
43,5.0,Landrace,0.3,3,Pre_Starter_2,1.39,0.215,pre_starter,2.4,27.2,healthy
30,5.0,Large_White,0.31,3,Pre_Starter_2,1.36,0.225,pre_starter,2.7,22.7,healthy
89,37.8,Large_White,1.34,2,Grower_2,3.16,0.424,grower,2.5,28.7,healthy
120,82.2,Duroc,3.24,2,Grower_2,2.99,1.082,grower,2.7,26.0,healthy
54,5.0,Large_White,0.23,3,Starter_1,1.96,0.118,starter,2.6,27.2,healthy
158,115.6,Duroc,3.77,2,Finisher_1,2.94,1.281,finisher,3.2,26.2,healthy
167,114.8,Large_White,3.1,2,Finisher_1,4.01,0.772,finisher,2.6,27.5,healthy
116,66.5,Landrace,2.57,3,Grower_1,3.29,0.781,grower,2.4,28.5,healthy
21,5.0,Pietrain,0.28,3,Pre_Starter_2,1.59,0.178,pre_starter,2.1,29.0,healthy
89,31.0,Landrace,1.21,3,Grower_1,2.93,0.412,grower,3.1,30.6,healthy
24,5.0,Duroc,0.34,3,Pre_Starter_1,1.53,0.219,pre_starter,2.4,27.5,recovering
36,5.0,Duroc,0.26,4,Pre_Starter_2,1.44,0.184,pre_starter,2.3,27.4,healthy
44,5.0,Pietrain,0.28,3,Pre_Starter_2,1.68,0.164,pre_starter,2.6,31.1,healthy
100,49.4,Landrace,2.31,3,Grower_1,2.7,0.854,grower,2.2,30.2,healthy
22,5.0,Duroc,0.34,4,Pre_Starter_2,1.58,0.214,pre_starter,2.4,31.2,healthy
148,113.0,LW_LR_Cross,4.34,3,Finisher_1,3.57,1.218,finisher,3.0,30.3,healthy
180,134.0,Duroc,4.49,2,Finisher_1,3.5,1.285,finisher,2.8,34.1,healthy
104,59.0,Landrace,2.28,3,Grower_1,2.59,0.88,grower,2.4,29.9,healthy
172,120.2,Duroc,3.55,2,Finisher_2,3.14,1.129,finisher,2.9,25.3,healthy
160,115.8,Duroc,4.47,2,Finisher_1,3.65,1.225,finisher,2.8,29.9,healthy
144,112.1,Duroc,4.61,2,Finisher_2,3.37,1.369,finisher,2.8,28.9,healthy
53,5.0,Large_White,0.22,3,Starter_1,2.03,0.109,starter,2.1,27.1,healthy
121,90.8,Large_White,3.32,2,Grower_1,2.85,1.164,grower,2.4,26.8,healthy
32,5.0,Pietrain,0.28,4,Pre_Starter_1,1.55,0.184,pre_starter,2.9,27.6,healthy
87,38.2,Large_White,1.55,2,Grower_2,2.77,0.558,grower,2.3,22.7,healthy
85,44.2,Duroc,1.78,2,Grower_1,2.96,0.601,grower,2.6,22.0,healthy
94,37.4,Landrace,1.38,3,Grower_1,2.78,0.496,grower,2.6,28.2,healthy
63,7.2,Landrace,0.33,3,Starter_1,1.95,0.169,starter,2.4,26.8,recovering
64,9.4,Large_White,0.47,3,Starter_2,2.15,0.217,starter,2.5,26.6,healthy
49,5.0,Large_White,0.31,3,Pre_Starter_2,1.5,0.209,pre_starter,2.4,27.1,healthy
161,107.5,LW_LR_Cross,3.82,2,Finisher_1,3.57,1.07,finisher,2.8,24.2,healthy
32,5.0,LW_LR_Cross,0.3,4,Pre_Starter_1,1.64,0.184,pre_starter,2.8,29.9,recovering
115,90.0,Duroc,3.28,2,Grower_1,2.91,1.129,grower,2.6,27.2,healthy
66,8.9,Landrace,0.47,3,Starter_2,2.19,0.213,starter,2.3,28.1,healthy
150,112.5,Duroc,4.12,3,Finisher_2,3.03,1.36,finisher,3.2,30.4,healthy
55,5.0,Duroc,0.25,3,Starter_1,2.53,0.1,starter,2.3,27.1,healthy
101,72.6,Duroc,3.11,2,Grower_2,2.98,1.043,grower,2.7,30.2,recovering
110,68.6,Large_White,2.57,2,Grower_1,2.95,0.871,grower,2.6,28.9,healthy
28,5.0,Duroc,0.3,3,Pre_Starter_1,1.48,0.206,pre_starter,2.8,30.2,healthy
113,55.7,Pietrain,2.13,2,Grower_2,2.43,0.88,grower,3.0,30.4,healthy
174,110.4,LW_LR_Cross,3.71,2,Finisher_1,3.72,0.999,finisher,2.6,29.3,healthy
110,84.6,Large_White,2.97,2,Grower_1,3.08,0.964,grower,3.3,27.8,healthy
135,114.0,Duroc,3.54,2,Finisher_1,2.99,1.185,finisher,2.3,29.2,recovering
125,93.2,Duroc,4.05,2,Grower_1,3.02,1.339,grower,2.4,25.4,healthy
155,93.8,Landrace,3.21,2,Finisher_1,3.96,0.81,finisher,2.4,28.9,healthy
78,27.2,Large_White,1.35,3,Starter_2,2.3,0.588,starter,2.3,30.0,healthy
134,87.6,Landrace,2.7,2,Finisher_1,3.66,0.739,finisher,2.7,25.6,healthy
95,45.3,Landrace,1.77,2,Grower_1,2.78,0.638,grower,2.4,31.2,healthy
177,101.9,Landrace,3.37,3,Finisher_1,3.78,0.892,finisher,2.6,27.8,healthy
140,116.7,Duroc,4.07,3,Finisher_1,3.62,1.122,finisher,3.1,29.0,healthy
41,5.0,Duroc,0.31,3,Pre_Starter_1,1.55,0.201,pre_starter,2.4,25.0,healthy
158,116.0,Duroc,4.37,2,Finisher_1,3.34,1.308,finisher,3.2,22.4,recovering
121,85.5,LW_LR_Cross,3.95,2,Grower_1,2.4,1.647,grower,3.1,31.0,healthy
172,102.4,Landrace,3.68,2,Finisher_1,3.76,0.98,finisher,3.0,27.7,healthy
119,82.8,Large_White,3.53,2,Grower_1,2.72,1.297,grower,3.0,30.5,healthy
56,6.7,Duroc,0.38,3,Starter_2,1.8,0.213,starter,2.5,27.6,healthy
116,72.8,Large_White,2.75,2,Grower_2,2.52,1.089,grower,2.4,25.8,healthy
172,87.7,Landrace,2.92,3,Finisher_1,3.45,0.849,finisher,2.4,32.3,healthy
171,103.8,Large_White,3.35,3,Finisher_1,3.13,1.069,finisher,2.3,27.8,healthy
57,5.4,Large_White,0.26,2,Starter_2,2.22,0.116,starter,2.7,28.3,healthy
32,5.0,Pietrain,0.27,4,Pre_Starter_2,1.58,0.174,pre_starter,2.5,27.6,recovering
133,91.7,Large_White,3.02,2,Finisher_2,3.84,0.786,finisher,2.0,24.4,healthy
33,5.0,Landrace,0.3,3,Pre_Starter_2,1.35,0.223,pre_starter,2.7,29.4,sick
43,5.0,Large_White,0.31,3,Pre_Starter_2,1.29,0.241,pre_starter,2.5,29.1,recovering
119,103.5,Duroc,3.92,2,Grower_1,3.24,1.211,grower,2.6,30.2,healthy
125,66.4,Landrace,2.54,2,Grower_1,2.6,0.978,grower,2.5,26.0,healthy
50,5.0,Duroc,0.31,3,Pre_Starter_2,1.51,0.203,pre_starter,2.4,24.1,healthy
37,5.0,Landrace,0.26,3,Pre_Starter_1,1.39,0.186,pre_starter,2.9,29.4,healthy
133,87.4,Large_White,2.86,2,Finisher_1,3.25,0.879,finisher,2.9,31.3,healthy
82,26.8,Landrace,1.12,3,Grower_2,2.95,0.38,grower,2.4,24.0,healthy
104,63.8,Large_White,2.72,3,Grower_2,2.77,0.982,grower,3.4,24.5,healthy
132,88.6,Landrace,2.61,2,Finisher_1,3.89,0.671,finisher,3.1,26.6,healthy
106,63.2,Landrace,2.56,2,Grower_2,2.35,1.089,grower,3.0,24.3,healthy
161,117.4,LW_LR_Cross,3.66,2,Finisher_1,3.49,1.048,finisher,3.3,27.0,sick
39,5.0,Large_White,0.29,4,Pre_Starter_1,1.42,0.204,pre_starter,2.9,28.9,healthy
120,100.3,Duroc,4.18,2,Grower_2,2.74,1.526,grower,3.0,29.8,healthy
160,104.3,Large_White,3.88,2,Finisher_2,3.45,1.127,finisher,2.9,29.4,healthy
167,107.1,Landrace,3.62,2,Finisher_1,3.69,0.98,finisher,3.0,27.6,healthy
96,39.3,Landrace,1.42,3,Grower_2,2.75,0.517,grower,2.2,31.2,healthy
29,5.0,LW_LR_Cross,0.28,3,Pre_Starter_1,1.47,0.187,pre_starter,1.8,23.2,healthy
48,5.0,Large_White,0.3,3,Pre_Starter_2,1.76,0.173,pre_starter,2.7,25.4,sick
148,102.7,Large_White,3.4,2,Finisher_2,3.13,1.085,finisher,3.5,28.1,healthy
72,14.8,Landrace,0.7,3,Starter_2,1.78,0.393,starter,2.4,26.1,healthy
103,79.4,Large_White,3.41,2,Grower_2,3.26,1.043,grower,3.2,27.7,healthy
131,94.4,Large_White,3.43,2,Finisher_1,4.01,0.854,finisher,3.4,29.2,healthy
164,124.8,Duroc,5.21,3,Finisher_1,2.96,1.759,finisher,2.9,26.6,healthy
137,102.7,Large_White,3.28,2,Finisher_1,4.14,0.792,finisher,3.3,26.6,healthy
89,43.4,Large_White,1.64,3,Grower_1,2.94,0.558,grower,2.9,27.3,healthy
119,101.0,Duroc,4.3,2,Grower_2,2.62,1.639,grower,2.8,30.2,healthy
160,100.3,Landrace,3.98,3,Finisher_1,3.5,1.135,finisher,3.1,29.6,healthy
45,5.0,Large_White,0.28,3,Pre_Starter_2,1.44,0.195,pre_starter,2.6,30.0,healthy
143,90.1,Large_White,3.16,2,Finisher_2,3.5,0.904,finisher,2.3,28.4,healthy
73,25.1,Duroc,1.46,3,Starter_1,1.92,0.76,starter,3.4,28.4,recovering
171,121.3,Large_White,4.26,3,Finisher_1,3.15,1.355,finisher,2.7,30.9,healthy
164,96.0,Landrace,3.58,2,Finisher_1,3.1,1.154,finisher,3.0,25.9,healthy
77,25.3,Large_White,1.46,2,Starter_2,2.04,0.716,starter,3.2,31.0,healthy
59,8.4,Duroc,0.45,3,Starter_1,1.84,0.246,starter,2.5,28.4,healthy
129,78.9,Landrace,3.2,2,Grower_1,2.44,1.309,grower,2.6,28.1,healthy
62,9.7,Duroc,0.54,2,Starter_1,2.11,0.256,starter,2.6,26.7,healthy
162,106.3,Pietrain,3.26,3,Finisher_1,3.66,0.892,finisher,2.8,31.0,healthy
142,116.1,Duroc,3.72,2,Finisher_1,3.66,1.018,finisher,3.4,30.1,healthy
153,130.4,Large_White,4.63,2,Finisher_2,3.52,1.313,finisher,2.8,24.6,healthy
95,56.3,Large_White,2.15,2,Grower_1,2.58,0.832,grower,2.6,28.8,healthy
166,115.7,Landrace,4.33,2,Finisher_1,3.86,1.12,finisher,3.0,26.2,healthy
96,45.9,Large_White,1.88,2,Grower_1,3.02,0.622,grower,2.3,27.3,healthy
29,5.0,Large_White,0.33,4,Pre_Starter_1,1.83,0.178,pre_starter,2.4,24.2,healthy
94,32.9,Pietrain,1.14,3,Grower_1,3.12,0.365,grower,2.5,28.4,healthy
165,94.6,Landrace,3.52,2,Finisher_1,3.6,0.98,finisher,2.5,28.5,healthy
27,5.0,Landrace,0.24,4,Pre_Starter_2,1.76,0.135,pre_starter,2.3,28.7,healthy
161,142.1,Duroc,4.72,2,Finisher_1,3.52,1.341,finisher,3.3,27.0,healthy
157,128.3,Duroc,4.97,3,Finisher_1,3.52,1.41,finisher,2.4,27.3,healthy
47,5.0,Large_White,0.29,4,Pre_Starter_2,1.49,0.193,pre_starter,2.8,23.3,sick
142,68.7,Pietrain,2.2,2,Finisher_1,3.35,0.658,finisher,2.6,30.4,healthy
25,5.0,Large_White,0.3,4,Pre_Starter_2,1.83,0.165,pre_starter,2.6,23.6,healthy
49,5.0,Duroc,0.35,3,Pre_Starter_1,1.38,0.256,pre_starter,2.8,29.0,healthy
103,43.2,Pietrain,1.41,2,Grower_1,2.39,0.589,grower,2.4,27.4,healthy
156,104.9,Duroc,4.27,3,Finisher_2,3.36,1.27,finisher,3.1,29.4,healthy
129,113.0,Duroc,5.21,2,Grower_1,2.89,1.802,grower,2.6,28.4,recovering
85,34.4,Large_White,1.32,2,Grower_1,2.66,0.497,grower,2.2,25.5,healthy
106,60.3,Landrace,2.24,2,Grower_1,2.71,0.827,grower,2.7,29.4,healthy
165,119.7,Duroc,4.35,3,Finisher_1,2.92,1.489,finisher,3.0,27.9,healthy
91,39.5,Landrace,1.47,3,Grower_1,2.49,0.589,grower,3.0,27.4,healthy
65,12.1,LW_LR_Cross,0.64,2,Starter_2,1.74,0.366,starter,2.1,28.6,healthy
152,91.4,Landrace,3.26,2,Finisher_1,3.75,0.87,finisher,3.1,30.9,healthy
56,5.0,Large_White,0.22,2,Starter_2,1.72,0.127,starter,2.4,27.1,healthy
90,42.1,Large_White,1.57,2,Grower_2,2.64,0.594,grower,2.6,28.9,healthy
179,125.9,Landrace,3.88,2,Finisher_2,3.44,1.126,finisher,2.4,28.5,healthy
39,5.0,Duroc,0.32,3,Pre_Starter_2,1.34,0.24,pre_starter,2.5,26.9,healthy
128,102.9,Duroc,4.6,2,Grower_2,2.87,1.605,grower,3.1,26.5,healthy
111,92.2,Duroc,3.56,3,Grower_1,2.91,1.223,grower,2.8,25.5,healthy
110,53.2,Pietrain,2.15,2,Grower_1,3.17,0.68,grower,2.6,29.3,healthy
39,5.0,LW_LR_Cross,0.28,3,Pre_Starter_1,1.5,0.188,pre_starter,3.1,26.5,healthy
59,5.0,Pietrain,0.25,3,Starter_2,1.58,0.159,starter,2.5,24.8,recovering
146,100.3,Large_White,3.42,3,Finisher_1,3.33,1.029,finisher,2.4,27.9,healthy
161,109.0,Duroc,3.85,2,Finisher_2,3.41,1.128,finisher,2.5,30.4,healthy
146,119.7,Large_White,4.6,3,Finisher_1,3.89,1.183,finisher,3.4,30.9,healthy
78,26.0,Large_White,1.49,3,Starter_2,1.95,0.762,starter,2.5,22.0,healthy
168,108.5,Duroc,3.32,2,Finisher_2,3.62,0.918,finisher,3.2,28.3,healthy
81,23.9,Landrace,0.98,3,Grower_2,2.72,0.359,grower,2.5,29.3,healthy
147,99.3,Large_White,3.53,2,Finisher_2,3.66,0.963,finisher,3.0,29.2,healthy
125,86.7,Large_White,3.64,3,Grower_2,2.64,1.377,grower,2.7,27.8,healthy
21,5.0,Large_White,0.26,3,Pre_Starter_1,1.25,0.211,pre_starter,2.5,32.0,recovering
151,123.4,LW_LR_Cross,4.0,3,Finisher_2,2.71,1.474,finisher,3.1,31.1,healthy
112,76.1,Large_White,2.89,2,Grower_1,2.93,0.988,grower,2.4,27.8,recovering
133,90.6,Large_White,3.23,3,Finisher_2,3.6,0.898,finisher,3.0,27.0,healthy
173,102.3,Landrace,3.29,3,Finisher_1,3.62,0.908,finisher,3.0,28.8,healthy
76,18.6,Landrace,0.89,2,Starter_1,2.02,0.439,starter,2.1,29.2,sick
137,86.7,LW_LR_Cross,3.31,2,Finisher_2,2.91,1.138,finisher,3.7,28.1,healthy
154,98.9,Large_White,4.07,2,Finisher_1,3.31,1.231,finisher,2.8,28.3,healthy
78,20.3,Landrace,1.05,3,Starter_1,1.98,0.532,starter,2.3,31.8,healthy
